#;Título;Cliente;Sistema;Criado em;Concluído;Autor;Descrição;Últimas notas
138346;[SANTANDER] [SAC] [TICKET 22501845/ REDMINE 138346] - WH/SAC - Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO;Santander Custódia;SAC;30/01/2025 05:06 h;30/01/2025 05:10 h;Saulo Loureiro;"SOLICITACAO DE ATENDIMENTO DIMENSA

**TICKET ZENDESK: 22501845
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 30/01/2025
TICKET EXTERNO: 22501845
MÓDULO: RENDA VARIÁVEL
TÍTULO DA TAREFA: Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA
-- Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO da seguinte Operação:
-- ID MOVIMENTO: 5063540 (Renovação)  Carteira: CUST2350,  Papel : MGLU3
-- ID MOVIMENTO: 5063696 (Renovação)  Carteira: CUST3309,  Papel : PETZ3
-- ID MOVIMENTO: 5062393 (Renovação)  Carteira: CUST2653,  Papel : HAPV3
-- ID MOVIMENTO: 5063477 (Renovação)  Carteira: CUST3309,  Papel : MOVI3";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO IN ( 5063540, 5063696, 5062393, 5063477 ) 
AND SG_MODALIDADE_CONTRATO = 'E1';

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET  SG_MODALIDADE_CONTRATO = 'RE'
WHERE ID_MOVIMENTO IN ( 5063540, 5063696, 5062393, 5063477 ) 
AND SG_MODALIDADE_CONTRATO = 'E1';

-- dados  atualizados com sucesso!!"
138343;[SANTANDER] [SAC] [TICKET 22501842/ REDMINE 138343] - WH/SAC - Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 29/01/25;Santander Custódia;SAC;30/01/2025 05:00 h;30/01/2025 05:05 h;Saulo Loureiro;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 22501842
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 30/01/2025
TICKET EXTERNO: 22501842
MÓDULO: RENDA VARIÁVEL
TÍTULO DA TAREFA: Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 29/01/25
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA
-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 29/01/25
-- Papel  ALOS3  De: vários  Para:   0.11
-- Papel  COGN3  De: vários  Para:   0.83
-- Papel  DASA3  De:  16.00  Para:  16.07
-- Papel  ELET6  De:   0.09  Para:   0.07
-- Papel  EGIE3  De:   1.30  Para:   1.64
-- Papel  ENJU3  De:   0.68  Para:   0.33
-- Papel  MGLU3  De: vários  Para:  28.85
-- Papel  MOVI3  De: vários  Para:   1.34
-- Papel TAEE11  De: vários  Para:   0.29";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ALOS3';

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'COGN3' ;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'DASA3'
   AND VL_TX_REMUNERACAO =  16 ;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'EGIE3'
   AND VL_TX_REMUNERACAO = 1.30;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ENJU3'
   AND VL_TX_REMUNERACAO = 0.68;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'MGLU3' ;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'MOVI3';

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'TAEE11';



UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.11
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ALOS3';

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.83
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'COGN3' ;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 16.07
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'DASA3' 
   AND VL_TX_REMUNERACAO =  16;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.07
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ELET6'
   AND VL_TX_REMUNERACAO = 0.09;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 1.64
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'EGIE3'
   AND VL_TX_REMUNERACAO = 1.30;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.33
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'ENJU3'
   AND VL_TX_REMUNERACAO = 0.68;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 28.85
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'MGLU3' ;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 1.34
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'MOVI3';

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 0.29
 WHERE DT_MOVIMENTO = '29-JAN-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'TAEE11';

-- dados atualizados com sucesso!!"
138341;[BNY] [SAC] [ZENDESK22527666/REDMINE138341][SUBSCRIÇÃO] - VENCIMENTO_BTC_TOMADOR_EM_D1_DATA_EX EVENTO SUBSCRIÇÃO;BNY Mellon;SAC;29/01/2025 23:19 h;01/02/2025 03:29 h;Markus Leon Schvartzman;"TICKET ZENDESK:
SOLICITANTE CLIENTE:REFFANIA
DATA DA SOLICITAÇÃO DO CLIENTE: PROJETO SUBSCRIÇÃO
MÓDULO:RENDA VARIÁVEL
TRANSAÇÃO:PROCESSAMENTO DE RENDA VARIÁVEL
TÍTULO DA TAREFA: [BNY] [SAC] [ZENDESK/REDMINE] - VENCIMENTO_BTC_TOMADOR_EM_D1_DATA_EX EVENTO SUBSCRIÇÃO
DESCRIÇÃO DA SOLICITAÇÃO:
PROJETO DE SUBSCRIÇÃO PARA VERIFICAÇÃO DOS CENÁRIOS DE BTC

";"Foi feito a correção e gerado o Servidor 138341. Foi feito a homologação e os cenários estão corretos.
Finalizado!!!"
138339;[BRADESCO] [SLM] [TICKET 22501602/SSTI 185860] - OUT of Memory;Bradesco;SLM;29/01/2025 22:00 h;03/02/2025 09:43 h;Persio Santos;"Estou tentando acessar o SLM_555, no combo Interface/Importação/Galgo/Importação CFI, mas antes de carregar o dados na tela apresenta o erro de ""Out of Memory"", já testei em outra máquina e apresenta a mesma mensagem.";Srs. Conforme teste na base de homologação ACT com a build 275A e 275B. BUILD 275A - BUILD 275B INÍCIO: 19:23 INÍCIO: 19:46 FIM: 19:40 FIM: 20:00 TEMPO: 00:17 TEMPO: 00:14
138338;[BRADESCO] [MCA] [TICKET 22501594/SSTI 185981 ] - Conciliação PROVENTOS;Bradesco;MCA;29/01/2025 21:55 h;13/03/2025 13:28 h;Persio Santos;"Na conciliação de proventos sobre saldo a vista não estão sendo apresentados alguns valores na ponta da b3.
";"
Srs., Após a analise efetuada, verifiamos que após a importação dos arquivos Imbarq e efetuado a conciliação das posições de proventos à Vista em ambiente de homologação PRD, está apresentando corretamente a posição, igual a evidência encaminhada. Não apresentando diferenças na posição da B3. Segue as evidências: \\d4010s029\ymf\Suporte\Evidências\2025\MCA\185981\EVIDENCIA DIMENSA 185981 PRD.xlsx \\d4010s029\ymf\Suporte\Evidências\2025\MCA\185981\TESTE IMBARQ012_BV000272202501270000001001346223516.txt"
138337;[BRADESCO] [SAC] [TICKET 22501586/SSTI 185996] - Operação a Termo;Bradesco;SAC;29/01/2025 21:50 h;03/02/2025 09:38 h;Persio Santos;"Operação a termo excluída, porem a segunda ponta permanece no SAC mesmo após o processamento
";Srs. Após análise foi verificado que a posição para operação M623719A2V está com a posição após 28/01/2025. Evidencia - \\d4010s029\ymf\Suporte\Evidências\2025\SAC\185996 - OP TERMO\ POSIÇÃO DE RENDA FIXA M623719A2V.xlsx
138335;[BRADESCO] [SAC] [TICKET 22501573/SSTI 185987] - Taxa Adm;Bradesco;SAC;29/01/2025 21:43 h;04/02/2025 09:47 h;Persio Santos;Taxa de Administração do clube 120143 parou de provisionar no CPR no dia 23/01, deixando o clube com diferença de PL com o valor referente a taxa;"Bom dia, Estamos entregando a versão 2026.01.01 Cliente/Servidor no caminho abaixo referente a correção da taxa de administração acumulada que deixou de constar no relatório de carteira diária, Correção: tratamento para a taxa adm gerar na carteira se o vlr da tx do dia for menor que valor mínimo. Evidência: \\D4010s029\YMF\Suporte\Evidências\2025\SAC\185987 - TAXA ADM\EVIDENCIA DIMENSA 2026.01.01.xlsx
\\d4010s029\ymf\Suporte\Versao_Entrega\SAC\2009.01.05\Cliente\Build_2026.01.01
\\d4010s029\ymf\Suporte\Versao_Entrega\SAC\2009.01.05\Servidor\Build_2026.01.01"
138334;[SANTANDER] [SAC] [TICKET 22501547 REDMINE 138313] - [3931] - EERRO DE EQUIVALENCIA;Santander Custódia;SAC;29/01/2025 21:42 h;30/01/2025 18:17 h;Sebastiao Otunes Alves;"COMANDO - 3931
 
Favor efetuar a equivalência, segue arquivo com as operações.
 
 
 
 
BASE CUSTODIA
";script executado
138333;[BRADESCO] [SAC] [TICKET 22501571/SSTI 185980] - Renovação de Taxa;Bradesco;SAC;29/01/2025 21:37 h;03/02/2025 12:08 h;Persio Santos;Conforme o projeto de Renovação Eletronica com alteração de taxa, o SAC está renovando automaticamente os contratos eletronicos utilizando a taxa importada pelo ARQ.SI.002.01. Porém a taxa utilizada está sendo a média das operações eletronicas do dia anterior, quando no projeto, a orientação está que será a média das operaçõe de Balcão (Registro). Preciamos que a Dimensa analise o projeto e faça a correção para que o sistema renove os contratos eletronicos com a taxa correta.;Srs. Segue a build 2025.01.06 com as sstis 185537 e 185980. Servidor ? \\d4010s029\ymf\Suporte\Versao_Entrega\SAC\2009.01.05\Servidor\build_2025.01.06 Cliente ? \\d4010s029\ymf\Suporte\Versao_Entrega\SAC\2009.01.05\Cliente\build_2025.01.06 Evidencias - \\d4010s029\ymf\Suporte\CONTROLES SLA\HOMOLOGAÇÕES SAC\2025\HOMOLOGAÇÃO BUILD 2025.01.06 Ondrive - BUILD_2025.01.06
138332;[BNY] [FRONT] [TICKET 22501525/INC10638957 / REDMINE 138332] - Boleta de alteração de SWAP no transfer 4.04 FRONT;BNY Mellon;SAC;29/01/2025 21:36 h;30/01/2025 17:37 h;Priscila Machado Teruel;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22501525
SOLICITANTE CLIENTE: MARCIO BALÇAO / JOÃO MIAN
DATA DA SOLICITAÇÃO DO CLIENTE: 29/01/2025
TICKET EXTERNO:INC10638957
MÓDULO:FRONT / IMPORTAÇÃO / GATEWAY
TRANSAÇÃO:IMPORTAÇÃO - ARQUIVO TRANSFER 4.0
TÍTULO DA TAREFA:[BNY] [FRONT] [TICKET 22501525/INC10638957 / REDMINE] - Boleta de alteração de SWAP no transfer 4.04 FRONT
DESCRIÇÃO DA SOLICITAÇÃO:*Estou com erro na importação de boleta de alteração de SWAP no transfer 4.04.Recebo o erro de ""equivalencia não encontrada"".*";"Favor verificar a equivalencia , pois no banco de dados do TST, não possui para o código externo 375669 (informação do arquivo)

select * from SAC_BA_EQUIVALENCIAS

where CD_EQUIVALENCIA = 'msw'

--and CD_SISTEMA_DESTINO = '375669'

and CD_SISTEMA_ORIGEM = '375669'"
138331;[BRADESCO] [SAC ] [TICKET 22501564/SST 185773 ] - Taxa ADM/Custódia;Bradesco;SAC;29/01/2025 21:31 h;30/01/2025 19:18 h;Persio Santos;"O SAC não calcula a taxa de administração e custódia pelo PL BRUTO.
";Boa tarde, Estamos entregando a Build abaixo Cliente/Servidor contendo a correção para o sistema calcular as taxas de administração e custódia pelo patrimonio bruto dos ativos referente a impostos, considerando a soma do CPR e tesouraria. Evidencia no caminho: \\D4010s029\YMF\Suporte\Evidências\2024\SAC\185773\NOVAS EVIDENCIAS\EVIDENCIA DIMENSA.xlsx - Servidor - \\D4010s029\YMF\Suporte\Versao_Entrega\SAC\2009.01.05\Servidor\build_2025.01.05 Cliente: \\D4010s029\YMF\Suporte\Versao_Entrega\SAC\2009.01.05\Cliente\build_2025.01.05
138330;[BRADESCO] [SAC] [TICKET 22501559/SST 185003 ] - Taxa ADM/Custódia;Bradesco;SAC;29/01/2025 21:26 h;30/01/2025 19:16 h;Persio Santos;"O SAC não calcula a taxa de administração e custódia pelo PL BRUTO.
";Boa tarde, Estamos entregando a Build abaixo Cliente/Servidor contendo a correção para o sistema calcular as taxas de administração e custódia pelo patrimonio bruto dos ativos referente a impostos, considerando a soma do CPR e tesouraria. Evidencia no caminho: \\D4010s029\YMF\Suporte\Evidências\2024\SAC\185003\NOVAS EVIDENCIAS\EVIDENCIA DIMENSA.xlsx - Servidor - \\D4010s029\YMF\Suporte\Versao_Entrega\SAC\2009.01.05\Servidor\build_2025.01.05 Cliente: \\D4010s029\YMF\Suporte\Versao_Entrega\SAC\2009.01.05\Cliente\build_2025.01.05
138326;[BNY] [SAC] [TICKET 22501102/INC10629232 / REDMINE 138326] Book de Exportação XLS;BNY Mellon;SAC;29/01/2025 20:04 h;04/02/2025 15:19 h;Priscila Machado Teruel;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22501102
SOLICITANTE CLIENTE:CARLOS / FELIPE SILVA
DATA DA SOLICITAÇÃO DO CLIENTE:29/01/2025
TICKET EXTERNO:INC10629232
MÓDULO:TABELAS / EXPORTAÇÃO / EXPORTAÇÃO BOOK XLS
TRANSAÇÃO:BOOK XLS
TÍTULO DA TAREFA:[BNY] [SAC] [TICKET 22501102/INC10629232 / REDMINE] Book de Exportação XLS
DESCRIÇÃO DA SOLICITAÇÃO:*Diversos fundos estão retornando a ?Expecting 26 retrieval arguments but got 24? ao exporta o book xls.No vídeo em anexo o problema foi reproduzido com o ?HORIZON FUND? na posição de 23/01/25. O problema ocorreu com outras posições deste fundo. Outros fundos em diversas posições também apresentaram o mesmo erro.
Ao abrir um trace na base, observei que mesmo variando a carteira / data, diversas consultas estão com o campo CLCLI_CD preenchido como 'ORACHOM'  e data em '2001-12-05 00:00:00.000'*";"Após teste efetuado na build 2024.11.14.175, o problema foi corrigido e deixou de ocorrer.

Segue a evidência em anexo."
138319;[SANTANDER] [SAC] [TICKET 22501297/REDMINE 138319] - [3931] - ERRO DE EQUIVALENCIA;Santander Custódia;SAC;29/01/2025 18:55 h;30/01/2025 16:32 h;Bruno Visconti Guidotte;" 
Favor efetuar a equivalência, segue arquivo com as operações.
";""
138316;[SANTANDER] [SAC] [TICKET 22501262/REDMINE 138316] - [3928] - Script para desbloqueio de ações - BASE ASSET;Santander Asset;SAC;29/01/2025 18:40 h;30/01/2025 16:32 h;Bruno Visconti Guidotte;"Boa tarde,
 
Por gentileza rodar script para que a posição do 0201 permaneça conforme abaixo:
 
CMIG4
Qtd Disponível: 4.998
Qtd Bloqueda: 0
Qtd Total: 4.998
 
LREN3
Qtd Disponível: 2.786
Qtd Bloqueda: 0
Qtd Total: 2.786
 
GGBR4
Qtd Disponível: 3.338
Qtd Bloqueda: 0
Qtd Total: 3.338

BBAS3
Qtd Disponível: 7.590
Qtd Bloqueda: 0
Qtd Total: 7.590

ITSA4
Qtd Disponível: 15.390
Qtd Bloqueda: 0
Qtd Total: 15.390


KLBN11
Qtd Disponível: 2.016
Qtd Bloqueda: 0
Qtd Total: 2.016

SLCE3
Qtd Disponível: 506
Qtd Bloqueda: 0
Qtd Total: 506

FLRY3
Qtd Disponível: 1.195
Qtd Bloqueda: 0
Qtd Total: 1.195


RADL3
Qtd Disponível: 5.963
Qtd Bloqueda: 0
Qtd Total: 5.963

OBS: A data do desbloqueio precisa ser com a data de 28/01/2025 e precisamos que o script seja rodado hoje.

";Script executado depois da aprovação
138313;[SANTANDER] [SAC] [TICKET 22440868/REDMINE 138313] - [3927] - Script para desbloqueio de ações - BASE ASSET;Santander Asset;SAC;29/01/2025 18:25 h;30/01/2025 16:31 h;Bruno Visconti Guidotte;"Boa noite,
 
Por gentileza rodar script para que a posição do 0152 permaneça conforme abaixo:

BBAS3
Qtd Disponível: 313.703
Qtd Bloqueada: 0
Qtd Total: 313.703

CMIG4
Qtd Disponível: 180.568
Qtd Bloqueada: 0
Qtd Total: 180.568

GGBR4
Qtd Disponível: 123.709
Qtd Bloqueada: 0
Qtd Total: 123.709
 
FLRY3
Qtd Disponível: 38.956
Qtd Bloqueada: 0
Qtd Total: 38.956
 
ITSA4
Qtd Disponível: 935.641
Qtd Bloqueada: 0
Qtd Total: 935.641

KLBN11
Qtd Disponível: 77.796
Qtd Bloqueada: 0
Qtd Total: 77.796

POMO4
Qtd Disponível: 56.922
Qtd Bloqueada: 0
Qtd Total: 56.922

SLCE3
Qtd Disponível: 16.592
Qtd Bloqueada: 0
Qtd Total: 16.592

RADL3
Qtd Disponível: 188.868
Qtd Bloqueada: 0
Qtd Total: 188.868

Nº chamado: 3927
 
A data do desbloqueio precisa ser com a data de 28/01/2025 e precisamos que o script seja rodado hoje.
";Script executado depois da aprovação
138301;[BNP] [JCOT] [TICKET 22500041/CZBR2SITADM-1193] - [URGENTE] PORTABILIDADE - Cód. 1082721;BNP;JCOT;29/01/2025 17:48 h;29/01/2025 17:51 h;Virginia Di Giaimo Dornelles;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22500041
SOLICITANTE CLIENTE:KIMBERLY
DATA DA SOLICITAÇÃO DO CLIENTE:28/01/2025
TICKET EXTERNO:CZBR2SITADM-1193
MÓDULO:JCOT
TRANSAÇÃO:PROCESSAMENTO>TRANSFERENCIA>COTISTA MANUAL
TÍTULO DA TAREFA:[URGENTE] PORTABILIDADE - Cód. 1082721
DESCRIÇÃO DA SOLICITAÇÃO:**

Prezados, boa noite!
Na sexta-feira fizemos uma portabilidade e ela se deu como concluída. Na segunda-feira tentamos tirar o extrato para mandar ao distribuidor e tivemos a seguinte devolutiva:
 
Hoje, novamente tentamos efetivá-la com o fundo fechado em 28/01, se deu como concluída, porém, ao consultar a posição do cotista cedente, não encontramos como finalizada.
 
Segue evidencias da portabilidade concluída:

![](clipboard-202501291746-a5n1t.png)
![](clipboard-202501291747-fcyrc.png)
";""
138294;[ 3926 ] WH/JCOT - Zendesk 22500165 redmine 138294  - API de produção MultiThreadService - JCOT - Saveme:3926;Santander Custódia;JCOT;29/01/2025 17:17 h;11/04/2025 16:16 h;Sebastiao Otunes Alves;"Olá Senhores, boa tarde!

Poderia por favor abrir um chamado junto a Dimensa, solicitando a avaliação do erro informado abaixo pela usuária?

OBS: Favor pedir prioridade nesta análise, pois trata-se de um item de produção.

SaveMe: 3926

Grato
";Encerramento realizado devido ao item já se encontrar finalizado no Zendesk.
138290;[BANRISUL ASSET] [FRONT] [138290/22652705] - ALUGUEL;Banrisul Asset;FRONT;29/01/2025 17:08 h;08/04/2025 10:51 h;Marco Antonio Monaco Dos Santos;"Bonacci.

Meu amigo me tira uma duvida, quando as operações de devolução no Front são digitadas  ( operação tipo Registro D+1) , O PRAZO para encerramento liquidação está como **8 dias corridos**  comos exemplos em anexo
Como é definido este (8) oito dias corridos
 ";""
138287;[BNP] [SAC] [TICKET 22484727/CZBR2SITADM-1183] - Movimentos não gerando provisão do financeiro no Caixa/CPR da carteira;BNP;SAC;29/01/2025 16:58 h;20/03/2025 18:12 h;Thiago Pedroso David;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22484727
SOLICITANTE CLIENTE:Erika FERREIRA
DATA DA SOLICITAÇÃO DO CLIENTE:28/01/2025
TICKET EXTERNO:CZBR2SITADM-1183
MÓDULO:SAC
TRANSAÇÃO:PROCESSAMENTO/PROCESSAMENTO GERAL
TÍTULO DA TAREFA:Movimentos não gerando provisão do financeiro no Caixa/CPR da carteira
DESCRIÇÃO DA SOLICITAÇÃO:**
From: FERREIRA A Erika <erika.a.ferreira@br.bnpparibas.com> 
Sent: quarta-feira, 8 de janeiro de 2025 17:37
To: PORTO Thiago <thiago.porto@br.bnpparibas.com>; CLARO Marcela <marcela.claro@br.bnpparibas.com>; BR SUPORTE YMF <br.suporte.ymf@br.bnpparibas.com>; SAR APS BP2S <sar.aps.bp2s@us.bnpparibas.com>; DAVID Thiago <thiago.david@consultant.bnpparibas.com>
Cc: MAZZINI Marcelo <marcelo.mazzini@br.bnpparibas.com>; DL CAIXA IFSO <DL.CAIXA.IFSO@br.bnpparibas.com>
Subject: Movimentos não gerando provisão do financeiro no Caixa/CPR da carteira
 
Senhores, boa tarde!
 
A carteira 1079474 ficou com a rentabilidade incorreta devido a um resgate total do fundo 1078907 pedido em 26/12/2024 converteu em 27, mas não foi provisionado o financeiro no CPR do fundo até a data de pagamento que ocorreu em 03/01/2024 deixando a rentabilidade da carteira incorreta neste período.
 
Foi necessário a inclusão manual do financeiro para impactar o caixa/CPR.";EVIDÊNCIA ANEXO NA SUBTAREFA: #138288 
138286;"[INTER] [JCOT] [TICKET 22495110] [REDMINE 138286] - Processo Portabilidade - Ajuste de Mensagem ""Situação""";Banco Inter;JCOT;29/01/2025 16:58 h;10/03/2025 16:39 h;Carolina Novais Pereira;"Atualmente ao realizar uma portabilidade de entrada. (Processamento > Portabilidade > Importação), o usuário verifica no JOB se seu arquivo foi consumido pelo sistema (Processamento > Portabilidade > JOB) com sucesso.

Nesta tela, o usuário verifica a informação do campo ""SITUAÇÃO"", em que o arquivo pode ter sido Importado ou Rejeitado. 

Observamos neste campo ""Situação"" uma incoerência, pois identificamos ocorrências em que o sistema informa ""Importado"", porem ao dar um duplo clique para detalhar, há registros rejeitados, o que leva o usuário a não identificar operações que não entraram no sistema, uma vez que ele se baseia no campo ""Situação"" - Importados.";""
138282;[BNP] [JCOT] [22480547/CZBR2SITADM-1182] - Parâmetro Fundo 1079745 ;BNP;JCOT;29/01/2025 16:49 h;19/02/2025 12:57 h;Virginia Di Giaimo Dornelles;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22480547
SOLICITANTE CLIENTE:RICARDO CHANG
DATA DA SOLICITAÇÃO DO CLIENTE: 27/01/2025
TICKET EXTERNO:CZBR2SITADM-1182
MÓDULO:JCOT
TRANSAÇÃO:MOVIMENTO>NORMAL>RESGATE BRUTO
TÍTULO DA TAREFA:Parâmetro Fundo 1079745 
DESCRIÇÃO DA SOLICITAÇÃO:**

Ao realizar um resgate Bruto no JCOT com as informações abaixo, o resgte foi feito ficando um saldo MENOR que 1000, mesmo o fundo estando com os parametros de SALDO MÍNIMO e CRITERIO SALDO MINIMO devidamente preenchidos.
Podem verificar o que ocorreu?


Cotista: 107955922126295 Inter Distribuidora de Títulos 
Fundo: 1079745 Western Asset Hedge Dólar FI Cambial
Data do movimento: 23/01/2025 ? Movimento solicitado: Resgate Bruto 
Valor do resgate bruto R$ 4.000,00 ? Valor mínimo de permanência no fundo R$ 1.000,00 ? Saldo restante do cotista após o RB: R$ 908.74

![](clipboard-202501291649-kjrpa.png)
";""
138252;[BNY] [SAC] [REDMINE 138252] - Sincronismo ID 112930 - Classificação de Letras Financeiras e COE;BNY Mellon;SAC;29/01/2025 12:45 h;04/02/2025 14:57 h;Guilherme Chaves;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:
SOLICITANTE CLIENTE:
DATA DA SOLICITAÇÃO DO CLIENTE:
TICKET EXTERNO:
MÓDULO:
TRANSAÇÃO:
TÍTULO DA TAREFA:
DESCRIÇÃO DA SOLICITAÇÃO:**

Abertura de redmine para sincronismo do Pacote ID 112930 - Classificação de Letras Financeiras e COE
Segue diretório: F:\Dimensa\_Sincronismos\ID 112930 - Classificação de Letras Financeiras e COE";"Homologação efetuada na build 3045 de cliente.

Segue a evidência."
